multimodal_emotion	text_script
1	저번에 니가 친구 삼촌 얘기해주고 나니까 나도 문득 궁금해지더라고.
4	음... 그건 일단 합격부터 해 놓고 생각해 봐야 하지 않을까? 무슨 과든지 상관없으니 일단 정민대학교에 들어갈 수만 있었으면 좋겠다.
5	알겠습니다. 다용도실이 저 쪽인거죠?
3	너는 아직 철이 덜 들었어.
4	고맙다. 늙은이 식사 까지 챙기고.
0	그냥 해도 된다니까.
5	식도염이요?
3	그 정돈 아닌데….
1	요샌 세월이 참 빠르다니까.
2	아고. 야. 그럼 죽 먹으러 가자.
3	뭐…? 누구? 회사가?
7	 무서운 거 잘봐요?
5	정말요? 어디에 좋은 꿈인데요?
0	넌 공부도 안하고 허구헌날 게임만 하고 앉아서 엄마가 부탁하는 거 하나를 못들어줘?
7	 저 그럼 지금 엄청 영광이네요?
1	근데… 안 가는 것 보단 좋은 거 같아… 재수, 삼수 하는 애들 보면…으... 사람의 모습이 아니야.
4	그래. 이따가 다시 올게. 엄마한테 지금 꼭 물어봐줘.
6	지금 언론의 자유를 침해하고 계세요.
4	너 요즘 밥 사먹을 돈은 있어?
7	수학여행 갔는데..
0	이럴거면 집에서 수학학원 숙제나 할걸 그랬잖아! 괜히 언니가 데려온다고 해서 기대하게 해놓고!
2	아빠 없는 애들 만들기 싫으면 몸 관리 좀 하세요. 이제 40대 초반이 벌써부터 이러면 어떡해요.
7	네. 남동생 하나 있어요. 남동생도 말 잘 듣고 착해서... 제 행운이죠.
2	음 이번에 정기 검진 했겠네? 공단 다녀왔지?
6	뭐? 그런걸 엄마랑 같이 봤단 말이야?
4	지금은 그럼 다 치운거구나… 아줌마는 어떠셔?
4	….미안하다. 나도 그러고 싶지 않았어.
2	 어? 고.. 고마워.
2	 저… 그럼 어떡해야 돼요? 저 죽기 싫어요.
4	똑같지 뭐. 지난주에 병식이 형이 웹드 하나 물어다줘서 그거 찍고. 그거 말고는 별 일 없네.
3	그래도 그렇지. 신발 똑바로 신어.
4	응.  의자에 두고갔어, 그래서 내가 갖고왔어.
2	네.. 저는 지금 선생님을 믿는 수밖에 없네요.. 지형이한테도 이게 막 큰 일이라고 생각되게 하진 않았거든요. 일단은 학교 생활을 계속 해야하니까..
0	그게 할 소리야? 나 친구 있어. 왜 그래.
5	오. 좋다.
5	아니, 딸의 무형적인 사랑을, 모양이 없다는 이유만으로 그렇게 패대기 칠 수 있어요?
0	경찰 아저씨라고 해! 그냥 아저씨 말고! 경 찰 아 저 씨 !
4	너무 슬프다…
1	 응. 왜?
6	아니, 아니야. 이게 탕 종류를 우리가 진안주라고 하잖아?
7	"	그래? 고마워. 오늘 신경 좀 썼어."
7	희정아~ 그래서 우리 언제 결혼하는거야?
6	그러니까. 아 빨리 집 사야 하는데. 언제 사나.
0	반품 건 오늘 안으로 다 처리하세요. 한 번 더 이런 일 있으면         더 이상 거래하기 어려울 것 같네요. 주의 좀 부탁드릴게요.
4	어? 어… 그냥.
4	네… 원래는 서울에 자취를 하고 있었는데.. 대학원 학비를 쓰느라 방을 빼서…
2	죄송합니다. 예산에 맞는 적당한 방이 없어서...
3	세계여행은 나중에 갈 수 있잖아. 지금은 커리어 쌓을 때고.
5	잠을 왜 못 잤어요?
2	안돼. 엄마, 아빠 살려줘.
4	죄송합니다.
5	근데 나도 오라고? 엄마가 나도 오라고 했어?
7	놀리지마.
1	내가 또 미래의 신부님께는 충성하지.  나랑 결혼해주겠다는데, 모셔가야지.
6	"이제 마음 바뀌었어. 	외숙모가 해준 갈비가 제일 맛있어."
1	넌 지윤이 기억 안 나지? 김지윤.
5	엄마. 엄마는 내가 빨리 결혼 했으면 좋겠어?
7	그래? 뭐 먹으러 갈건데?
4	우리도 빨리 기계와 익숙해져야할 것 같아.
1	태어났을 때, 군대 갈 때, 부모님 돌아가실 때.
3	너도 못 사.   아 아쉽다. 숙제 도와주려고 했는데, 맥주가 없어서 못 도와주겠네.
3	그 분이 사회 생활을 잘 하시네. 그 말을 믿냐?
3	밤새 게임만 하니까 그러지. 어휴. 엄마가 알면 난리 날텐데.
0	 아... 엄마!
7	맞아요. 환갑은 더 하겠죠.
7	우와 멋있다.
5	" 어. 아빠..	 아직 안 나가셨어요? 늦으신 거 아니에요?"
5	너 그런 거 잘해?
7	오빠, 엄마가 오빠한테, 여행 어디로 가고 싶은지 물어보래.
0	아빠가 그렇게 하니까 그렇게 생각하지.
0	아니 사람 들어오면, 돌려 준다니까?
4	응… 오늘 집 앞에 찾아왔길래 무슨 일인가 했더니… 헤어지재
1	아니. 없어. 너는?
1	근데 운전이라는게 진짜 힘든가봐요.
0	아. 기다리기 너무 힘들어.
6	"다는 아니고... 반쯤 컸지.	  알았어. 대신에 이 얘기 해준 거, 엄마한테 비밀이다?"
1	있지.
3	너무하다 그래도 자식이 밥해주면 다들 맛있게 드셔주시지 않나
1	뭘 아니야. 내가 작은 엄마한테 다 들었는데.
2	맨날 야근하느라고 야식 먹고, 스트레스 받으니까 단 것 먹고. 좋은 거 먹고 찐 살이 아니라서 그런지 몸도 안 좋아지는 느낌이야.
4	선생님 제발요. 쌤 제발요. 부탁드려요 제발요. 저희 엄마는 안돼요.
3	너는 무슨 고3이 땡땡랜드를 가?
4	정말? 종훈이는 정말 속상했겠네.
7	할머니 보기보다 겁이 많네?
2	그래. 이번에 다시 기회를 줘 보자. 내가 함 말해볼게.
5	아 네. 모르셨어요?
0	내가 도와준다니까? 너 내 토익성적이 얼만 줄은 알아?
1	왜 또 갑자기 담배를 끊는다는 거야? 해가 서쪽에서 뜨겠네.
5	니가 고칠 수 없는 거야?
4	형님이 보험 그만 두라고 해서 그만둔거잖아. 그니까 화장품 하나 사달라고요.
3	"짜증나요. 제가 뭐만 하면 그거에 의미부여하고, 	그냥 지우개 빌려준건데, 	걔가 자기 친구들한테 제가 자기를 좋아해서 	지우개를 줬다고 그랬대요."
2	어, 근데 정서방은?
6	암놈이지.
4	무슨 일이 있었어? 갑자기 왜 이혼하게 된거야.
1	응, 그래서 안경도 끼고, 렌즈도 끼고 하지.
2	 너 이거 안 맞아봤지. 이거 진짜 아파. 너 병원 가야 돼.
2	저번 주에 선생님들이 말씀해주셨는데.. 제가 까먹었나봐요.
4	네, 다 맞는데요… 그래도 저보다 한참이나 어린 분이.. 이런식으로 말씀하시는게 좀 듣기 힘드네요. 솔직히.
1	혹시 책 좀 있어요?
6	"이제 3월 되면, 또 고3 맡게 될 텐데, 	미리미리…. 걔네들 생기부도 보고 그래야지. 	교사로서 책임감을 가지고 말이야."
3	오마이 갓김치~
7	이렇게?
7	나는 보면서 우리 아들도 이런 좋은 영화 찍었으면 좋겠다. 그런 생각, 한참 많이 했어.
3	그냥… 뚜껑만 열리면 마실 수 있음 되지… 그런게 뭐 필요해?
1	당장 사업을 시작하고 싶은데, 착수금이 부족하거나, 급한 일이 있거나 하면 목돈 나올 때가, 계 말고 어디 있겠어?
2	사진을 찍었다고?
3	정말? 에이구… 어릴 때부터 그러더니. 다 커서도 그러는구나.
6	아 알겠다니까? 다녀와.
4	오늘 친구 녀석 장례식에 갔다오는 길이야..
7	삼촌!
0	그럼 그냥 끊으면 되잖아. 몸에도 안 좋은거 뭘 그렇게 빨리 배우려고 그래.
6	왜 또 예민하게 굴고 그래. 요즘 애들은 우리 때랑은 다르다니까.
3	내가 한 번은 돌려 돌려 말해봤는데… 돌려 말하니까 절대 못 알아듣더라..
5	왜? 맨날 칼 같이 퇴근하시는 분이.
2	그게 뭔데?
6	"원래 안 그런데.	 지금 손님이 몰아쳐서 청소할 시간이 없나봐.	 그냥 우리가 닦자."
0	그러니까 그 의미도 하루 이틀이지 4일씩 여기서 어른들 틈에 있는게 뭐가 재밌겠어요
4	됐어요...
0	아니요… 놀고 나서 숙제할려고 했어요…
0	당연하죠. 내 남친은 나만 바라봐야 돼.
0	뭐? 너 말이 짧다?
3	그러게.  나 되게 어이 없네.
6	그냥. 몸 여기저기. 얼굴은 안되고.
6	아이고. 요즘에 아침상, 마누라 있어도 받기 힘듭니다.
1	일단 잘생겼잖아.
2	너 그래서 어떻게 했어!
7	그럼 그거 하나 해줘요.
2	아니 누가 들어온 게 아니면 대체 집 안에서 이 시간에 그런 소리가 날 이유가 뭐가 있어..?!?
5	내 방...?
0	너 진짜. 한 대 맞아야 줄 거야?
3	있는 그대로 말하면 안되는 때가 있는 걸, 알려줘야 알아?
3	그냥 하지 마.
2	소주 일이병정도 합니다. 담배는 하루 한갑정도.
5	진수가 벌써 고삼이야? 애기때 봤던 게 엊그제 같은데, 진짜 세월 빠르다.             진수가 고삼이구나 벌써 내년부터는 우리랑 같이 맥주도 마시겠다.
4	사람이 이렇게 한순간에 가다니.. 원래 알고는 있었지만 마음이 착잡하다..
0	그니까. 걔는 CCTV가 있는지 몰랐던 거지. 아주 그냥 딱 잡아 떼더라니까? 만약에 CCTV 없었으면 어쩔 뻔했냐? 난 진짜 소름이 쫙 끼치더라니까.
5	아, 네? 뭐하시냐고요?
7	어. 근데 나 나가면… 엄마 밥 혼자 먹어야 되잖아. 같이 먹자. 어?
5	그건 겨울 옷이잖아. 겨울 옷 입으면 엄마 너무 더워서 안 돼.
3	그랬는데도 이중으로 받았다고?
0	 아이고 요놈 귀찮게 하네.
5	하루에 한 번? 아침에? 저녁에?
4	그럼… 제일 비싼건… 금액이 어느 정도인가요?
7	그러시지 마시고, 인터넷으로 주문해서 쓰세요. 2만원이면 그래도 꽤 차이 나잖아요.
0	강인아. 조용하게 있자. 여기 우리만 있는 공간 아니야. 다른 사람들도 다 같이 쓰는 공간이니까, 시끄럽게 하면 안 돼.
3	그걸 모르냐? 니 입에는 필터가 없다고.
7	그래. 그럼 초코로 하자!
5	아, 추천서. 그래. 써줄게. 그게 뭐 어렵다고.
4	행시를 왜들 그렇게 많이 해?
2	어머.. 그 사위가 미국서 되게 잘나간다고 하지 않았어요?
6	그래도 이건 너무하지. 난 아빠가 비밀로 할 줄 알았는데…
0	미쳤냐? 너한테 왜 보여줘.
4	이제 슬슬 절차 밟아야지.
3	아 꿀꺽 삼키셨는데 파리인 줄 아실정도면 평소에도 파리를 즐겨 드셨나봐요?
3	나도 하고 싶어서 하는 거 아니야. 안하면 안되니까 하는거라고…
3	너 그때 나한테 미팅 시켜달라고 조를 때 아니야? 내가 듣기 좋게 거절하려고 무척 고생했었는데.
1	너 빈대 안 붙기로 약속 했잖아.
0	당연히 알지! 왜 몰라?
2	그건 그러네. 아 희진이한테 뭐라고 얘기하지?
4	어.. 그게. 가서 입을 옷도 사야되고, 숙소도 생각보다 비싸고..
4	정말이야. 그냥 잠깐 우울감이 드나 보다 했는데… 어느새 너무 무기력해져버려서. 너무… 공허했거든.
0	있다가는 없다니까. 엘리베이터 잡아 놓을 테니, 지금 나와요.
6	무슨 말씀이세요 저 아니라니까요?        저희 꼬박꼬박 종량제 봉투 사용 하는데?
6	쟤네들은 고등학생인가?
0	네. 저 되게 바쁘거든요? 이 일 끝나고도 매번 할 일이 있고요.
0	아버지가 따로 있지. 우리 엄마랑 결혼 했다고 당신이 내 아버지가 되는게 말이 됩니까?
6	아...
5	엄마한테 태블릿 사 줄거야? 나는?
4	어… 제가 안했는데.
4	아유, 영재 엄마! 섭섭하려구 그러네. 우리 사이에, 뭐 용건이 있어야만 만나구 하는 건 아니잖어.
6	근데 개가 자꾸 그걸 출판하고 싶대.
5	얼마나?
7	아니야. 전공인 애들도 있었는데 니가 1등한거야.
2	당분간이라면 얼마나 못 쓰게 되는 건가요? 저 그럼.. 병가에.. 언제쯤 다시 쓸 수 있을지에 대해서도 논의를 해 봐야 하고요..
4	아마..8월 14,15,16일, 이렇게 3일 갈 것 같은데?
4	그치? 돈 버는 게 그립다.
7	얼굴에 다 나오는데, 어떻게 모르겠어요.        그래서, 여자친구가 왜?
5	에, 조금이 아닌데?  이모보다 더 컸네??  이야, 혁근이 이제 장가가도 되겠네.
4	세월이 참 빨라. 이젠 내가 어머니 돌아가셨을 때 보다 나이가 더 많아졌으니까.
1	그래? 그럼 가까이서 보지 뭐. 사실 그냥 농담해보려고 한 건데, 엄마가 엄청 진지하게 받아 들이네.
7	 시간도 늦었고 하니, 오늘은 들어가 쉬시고 저희 병원에서 내일 다시 전화를 드리겠습니다. 
1	비용 절감이랑도 관련이 있나요?
1	놀다가. 학원 버스 타고 집에 오면, 부모님 절대 모르실걸.
5	그게 간단한 거 아니야?
3	못 바꾸죠. 그러니까. 선배. 화이팅!
7	내가 뭐라고 말려? 가서 니꿈을 펼쳐!
7	알았어.
5	그거 참 감사한 결단이군요. 할렐루야!
7	라면? 야 그게 더 살찌겠다.
1	걱정 안 해도 돼. 그 아저씨 맨날 집에 있어서, 고양이랑 맨날 놀아 줄 걸?
4	그렇긴 해. 너무 비싸니까 엄마가 많이 못사주는 거겠지?
6	동생의 고통을 즐기는 나쁜놈이네.
0	뭐? 내가 뭐.
5	뭐라고 말을 했는데. 아빠 또 화냈지?
6	백화점 가야지.
1	왜? 뱀 닭이 뭔 데?
1	나 경기권 호텔경영학과.
0	또 사줘? 너 왜 자꾸 컴퓨터 망가뜨려?
5	응. 전보다 잘 보인다.
3	그거야 오빠가 맨날 아빠한테 말대꾸 하니까 그렇지.
0	할 줄 아는 게 왜 없어 내가!
5	발레? 갑자기 웬 발레?
0	그래 임마. 보고 오라고.
0	그래…! 앞으로는 국가대표팀이고 뭐고, 아예 관심 끄고 안 본다! 안 봐!
5	 헐 엄마. 미쳤어!!!!
0	허리 아프면 나중에 다리도 아프고 팔도 아픈거야, 얼른 병원가.
3	불법 같은 소리하네. 우리는 재료를 사서 쓰는 게 아니고, 죄다 농사 지어서 쓰는데, 손님이 남기는 족족 버리면, 그거 아까워서 어떻게 하냐?
4	오춘기가 아니라 그래. 애들 다 키워놓고 나니까, 지금까지 인생에 남은 게 뭐 있나 싶고.
4	네… 아무래도. 촬영장 나오니까 전화할 시간도 잘 없고요.
3	배려까지는 바라지도 않아, 양심이라도 있어봐라! 양심이라도!
4	민철이네 아버지가 또 돌아가셨대네.
5	왜. 할 말 있나?
3	부장님은 여기가 집이고 거기가 직장이래요.
0	오빠가 아니면 그럼 누구야.
1	발렛 파킹도 하나의 사업이 된거지.. 장사 잘되는데서 발렛 파킹 하면 한 시간에 몇 만원씩 벌고 얼마나 좋겠어.
1	핸드폰 있으면 엄청 편하겠다.
6	아뇨, 아직 한 번도 없어요. 사는 게 너무 재미가 없으니까... 이런 걸로 일주일을 버티는 거죠. 기대감으로.
2	모릅니다.
3	뭐라고..?!
7	어. 우빈아.  이거.
5	야 형. 그동안 잘 지냈어?
5	그립다고? 누나도 답답했다며?
6	나쁜 짓 하면 다 그대로 돌아오는거야
4	화내지 마로. 무서워.
7	그런 생각은 좋은 생각인거 같아요.
