text_script	multimodal_emotion
어떤 형이? 대체 어떤 형이 와서 결혼한다고 했는데?	3
너 합산이라도 올릴려면 기말고사는 무조건 백 점 맞아야돼.  기말고사는, 한 달 전부터 모의테스트 계속 돌릴 거야.	0
전 그냥 치킨 시켜놓고 집에서 봤죠.	4
어디?	5
음… 그냥 아주 달진 않은 단 맛이에요.	1
김집사 노래 못해?	5
그렇구나. 알았어요 그럼. 이제 안 뛸게요.	5
느이 엄마가 그렇게 가르치든?	3
그러니까요. 아니 교장이면 교장 답게 그냥 권위 있게 딱        교장실에 앉아만 있어도 되는 거를. 뭘 또 해보겠다고 설치니까.	3
음… 확실히 두근거리는거나 울렁거리는게 없어서 좋아. 맛은 비슷하고.. 다음에도 카페 가서 먹을게 없으면 이걸 사봐야겠어.	1
십 만원?	5
할아버지가 아빠보다 크지 않아요?	5
아니, 서로서로 편해야지. 저는 불편하다니까요?	3
지은아, 너 유민이네 집에 놀러가기로 했다면서?	1
은행놀이 가짜 돈 이런 거는 아니지?	3
알았어. 그럼 누나 말 믿고 한 번 해볼게.	4
돈이야 엄마가 다 버는데 싸울게 뭐 있어.	5
엄마가 여기 맡기신게 분명하다고 하던데요!	0
아니, 아빠한테 할 말 있다고 그러더라구.	7
다음에도 내가 할거야! 넌 신경 쓰지마.	7
그럼요. 그 마녀가 확 조용해지더라고요.	5
오른쪽 두 번?	5
그래. 과학적 이론은 제쳐 두고, 고기 좀 먹자!	7
얼씨구. 아빠는? 아빠는 평생 그렇게 놀 거 다 놀면서 살았잖아. 엄마 좀 내비둬. 그렇다고 엄마가 뭐 집안일을 놨어? 그것도 아니잖아. 오늘도 보니까 곰탕 한 솥을 끓여 놓고 갔더만.	7
 안녕하세요.	7
너도 나이 들면 다 알게 되어 있다, 지은아.	4
음… 약간?	1
아... 죽기 직전까지요?	5
그것도 무섭다면요?	7
 아 씨…	3
뭘 내 멋대로 해. 그만 좀 우겨.	0
안 돼. 그냥 그거 다 먹으면 사. 저번에도 유통기한 지나서 버렸잖아.	6
와 진짜 지옥이 따로 없었겠네.	3
선생님 정말로 감사드려요.         제가 이렇게 글씨를 쓰고, 읽을 수 있게 된게 정말 얼마나 큰 기쁨인지…	4
 너 뭐하냐?	3
아니. 어떻게 맨날맨날 발라. 귀찮은데.	6
네. 색깔이 할머니한테 진짜 잘 어울려요.	7
잘 모르겠어. 그리고 그 사람이 원하던 원하지 않던 나는 낳아서 키우려고.	4
내가 못 들어서 다시 물어봤어?!	0
 하면 어때? 좋아?	2
그래야지. 그래야지.	4
어? 혜지야. 니가 여기 웬일이니?	5
재밌어?	7
차가 치고 도망갔어.	4
안하던 짓 하는구나. 뭔데 뭔데.	6
아 다름이 아니라, 이번에 학교에서 조교를 새로 구하고 있거든요? 혹시 한 번 해 볼 생각 없나 해서요.	4
그걸 왜 니가 걱정해? 니가 계산할 것도 아니면서.	6
아직 안 드렸는데…말 해야돼?	2
편식쟁이라는 말은 어린 애들한테나 하는 말이고, 난 그냥 안 먹는 음식이 있다고 하는 게 맞지.	6
무슨 내용이야?	7
시험 끝나면 우리 학교 축제 한 번 놀러와.	5
 아.. 이 핸드폰이 잘 안되네.. 망가졌나..	3
정말 감사해요 제가 한턱 쏠게요.	7
그건 그렇지. 근데, 누가 이렇게 가고 나면, 후회밖에 안 남는 것 같애.         그건 그 누구의 잘못도 아니야. 그러니까, 너무 자책하지마.	4
자네라면 잘 해나갈 수 있을 것 같아서 하는 말이야.	1
네. 어머니한테 오늘 점검원 왔다고 한 번만 말씀해주세요.	3
그런 거였구나. 전 괜히 걱정했었나봐요.	4
심각한 건 아닌데… 놀라지 말고.. 다 괜찮아질거니까..	4
요금제는?	2
"어휴. 할머니 성질머리하고는 진짜. 	 아니, 할머니 멍든 건 오백 원 깎아줘요."	6
그 아버지가 공사 현장 이층인가 삼층인가에서 떨어진 벽돌 맞고 죽었잖아.	2
아. 나 잠깐 친구들이랑 놀았어. 그리고 밧데리 다 돼서 전화 못 받았어.	2
말 다했어요?	0
그래서 틀리게 된 거예요. 제가 부분 점수를 조금 드리긴 했는데. 그래도 성적은 B를 드릴 수 밖에 없네요.	0
엄마 아빠 결혼식 때 처음 보고 이번에 팔순 잔치 때 또 본거야? 거의 남이나 다름없네?	1
"아이구, 서준이가 제일 아끼는 걸 부셔버렸어?	 민준이 몰라서 그랬을 거야. 아직 아가잖아. 엄마가 민준이한테 사과하라고 할게."	6
그게.. 그렇긴.. 한데… 야. 여기서 기다려봐. 아빠가.. 가서 보고 올 테니까.  넌 여기 있어.	2
뭔 데요?	5
아저씨. 저 죄송한데 라이터 한번만 빌려주실 수 있어요?	2
누나 오늘 공연도 봤어요?	7
 하, 아주 자신감이 넘치는구나?	3
왜?	5
이거 내 커핀데?	3
무슨 알바요?	2
 오늘 저녁은 같이 먹을거지?	2
미안해 미안해.	2
그러니까. 현아 결혼할 때까지 건강해야 되는데.	7
음… 중소형차를 찾고 있는데…	5
몰라. 임마.	6
너 그렇게 태호 찼다가,  최준호가 너 안좋아하면 어떡할려고? 시력이 안 좋은 애는 흔하지 않아.	2
그래? 왜.	5
지금은 헬스장 가서 하고, 나중에 돈 벌면, 일 순위로 로잉 머신을 하나 사. 너무 너무 좋아.	1
어어? 언제 그랬어. 저번에도 별로 안 아팠잖아.	5
알겠습니다.	1
 아…	6
그럼 할머니는 어디 살아요?	5
오래 있었던 거 같은데, 오늘은 주말이니까 이만 가줬으면 하는데..	6
그래 정말 고맙다 지우야. 진짜로 고마워. 내가 재하한테 연락하라고 할게.	7
거짓말. 엄마가 할아버지를 어떻게 혼내.	3
맞아.. 은퇴하고 소일거리하시는데 그걸 어떻게 또 뭐라고 하겠어..	1
 감사합니다. 작가님은 너무 우아하세요.	7
"어.. 그럼 훠궈는 어떠세요?	 요즘 배달해주는 데 있던데."	6
어. 나는 날개가 다리보다 좋아.	1
위험한 거면, 하지마.	2
혼 안내고?	2
밖에 아무 소리도 안 들리지?	2
아빠 때문에요.	4
헐 진짜로? 말도 안돼. 진짜 티 하나도 안 나는데? 어떻게 그렇게 감쪽같지?	5
네 너는 건 혹시 어디에? 보니까 베란다가 없어서.	2
"그게 뭐가 좋은데.	 반 애들도 내가 어디서 뭐 했는지 다 알아!	 지난 주에 엄마한테 혼난 거, 올리지 말라 그랬잖아. 	 근데 아빠가 올렸잖아! 그래서 애들이 다 안다고!"	6
그럼.   내가 영감 잘못 만나서 그렇지, 고생하느라 폭삭 삭아서 그래. 젊었을 땐 볼만 했어~	6
에이, 엄마 무슨 그런 말씀을 하세요. 마음 넓으신 엄마가 조금만 이해하세요,	5
할머니 어릴 적에 일하느라고 못 다녔지.	4
아 맞다. 할머니 천재다.	5
 어, 너 왜 여깄어.	5
아... 그 정도로 싫어?	4
속고만 살았다니… 이 아들 마음이 찢어지네요~	2
한 달 용돈 10만원 받는데, 3-4만원짜리 케잌을 어떻게 사.	0
엄마한테 나는 뭐야 대체?	0
니 맘대로 하세요.	3
네? 뭐라고요?	2
괜찮아. 엄마 밖에 좀 봐봐. 바다 너무 예쁘지 않아?	7
운동이 당연히 힘들지.	0
돈이 모자라다 이거지?	0
그걸 제가 어떻게 알아요?	6
그거야, 감탄사잖아. 현타 이러는 데 못 알아들으면 어떡하냐고.	1
매 사랑을 끝사랑인 것처럼, 모르냐?	0
건물 앞에 그릇을 놨다구요? 아니 누가 그릇을 그렇게 멀리 내놔요?	0
야 솔직히 그건 기본 아니냐? 너는 기본이 안 돼있어.         애 아빠가 애 버릇을 너무 버려놨어.	0
"글쎄…. 화질이 안 좋아서 정확히는 안보이는데 어떤 여자소리가 계속 들리고	 둘이 호텔로 들어가….  요새 출장이 잦다 했어."	4
그래? 고생했네.	6
어.. 그렇다기 보다...	2
어, 그냥. 아무 생각이 안드네.	4
위로 위로 올라 가는거지.	0
너가 지금 따지고 들잖아. 내가 꼭 뭐 푼돈 벌어다 주고 유세 떠는 사람인것 마냥 말하잖아 너가!	4
어제 팔 때리고, 발로 차고 그랬어.	6
음.. 내가 설명해줄게. 일단, 직업에 대한 다큐멘터리를 만들어야 해.	1
요즘은 뭐 하고 지내?	1
선생님이 늦게 와서 그런 거니까 천천히 시작해요. 여자 친구 사귄지 얼마나 됐는데요?	1
꼭 민정이랑 나랑 아름이만 불러. 우리도 쉬는 시간에 놀고 싶은데.	6
아니, 이렇게 봐서는 곰팡이가 눈에 뵈지두 않는 걸 뭘. 괜히 긁어 부스럼 만드는 거 아니야?	0
네? 아니요. 그건 월급에 포함인 거죠.	5
응… 좋겠다…	4
어머 좋다야. 주방 완전 신식이네. 여기 몇 년도에 지은거야?	5
이번엔 진짜 바로 갚을게…	4
그러시구나…	2
아이, 자식, 어릴 때는 안 그랬는데, 까다롭게 구네.	3
이상한데… 그래서?	3
뭐?	5
그게 무슨 소리야 갑자기?	5
아, 나 진짜 급해요 아가씨.	3
그럼. 대신 배고픈데 좀 참아야 되는데, 괜찮아?	5
옛말에, 바늘 도둑이 소 도둑 된다는 말이 있어. 조그만 나쁜 짓이라고 아무렇지 않게 하는 듯이 되면, 나중에는 더 큰 나쁜 짓을 하게 된다는 뜻이야. 알겠니?	1
이모, 나도 돈 벌고 싶어.	4
뭐요? 영수증?	0
선생님~ 대답 빨리 빨리 해주셔야 집에 가서 주무십니다~ 성함 한 번 다시 확인 할게요. 성함 신이문 맞으세요?	3
누나 좋아하네! 야. 좋은말로 할 때 글 안내려?	3
"우빈이 책을 많이 읽는구나.	 <그날의 범위>도 한번 읽어봐야겠다!"	7
그래. 너 혼내는 거 아니니까, 무슨 일이 있었던 건지 다 말해 봐라.	1
어우 어쩌다 하나 쫌 알았나부다!  저번에 연하가 알려줬어?	6
아이 참, 애들이 다 그러면서 크는 거지 뭘 그래요.	0
내가? 뭐라고?	5
왜 그러셨을까요?	3
내가 누구 닮아서 못났는데.	6
난 공포영화도 못 보는데! 실습을 어떻게 하라고! 그게 어려운 건데 설득이 안돼.	6
"선생님이 해주실 수 있는 거 없어요. 	누가 절 괴롭힌다고 해도 기껏해야 학폭위 열고, 	벌점주고, 빡쎄면 징계주고 그런 것 밖에 없잖아요. 	그게 근본적인 문제를 해결해주지는 않아요."	4
어? 왜 그러세요?	5
"아 미리미리 말을 좀 해주던가. 그러면 돈을 좀 모았을 거 아니야. 	여행도 안 가고. 개강 전에 이렇게 말해주면 어떡해."	0
아니, 그 아줌마한테, 나라에서, 돈을 주는 거에요. 아버지 돌봐 드리고 돈 받지.	5
엄마? 엄마도 아침잠이 많아?	5
음… 미미 잘 지내는지 물어보자.	1
중고로 하나 뽑던가. 나 아는 친구가 중고차 하는데. 한 번 물어봐줘?	7
네.	1
걔 얘기 꺼내지 마. 이름 듣고 싶지도 않아.	3
그래. 건강 잘 챙기고. 혼자서라도 하루 일과를 규칙적으로 보내려는 노력을 해 봐. 그래야 검정고시도 잘 볼 수 있을거야.	4
선생님… 제발 부탁인데, 엄마한테 저 빠졌다고 말 안하면 안돼요? 앞으로 잘 나올게요.	2
그래. 알았어. 내가 모르는 거 있으면 물어 볼게. 좀 알려줘.	1
우리 반에.. 냉방병 걸린 애들이 엄청 많더라고.	4
아니. 어차피 죽을 거 하루 일찍 죽으나 늦게 죽으나 뭐가 달라지겠냐.	4
"잘 들어가시긴. 거의 억지로 끌려 들어가신 거지.	  고려장이 이런 느낌인가 싶다."	4
에이.. 그건 아빠가 억지 쓰시는거죠.	3
지금 여기에 너 말고 내 방에 들어가서 프라모델 부술 사람이 어딨어!?	0
야 소름끼치게 그런소리하지마.	3
...엄마, 나 걔랑 헤어졌어.	4
"양육권 변경은 아이의 적응을 위해서도 지양되는 부분이기 때문에 	단순한 바람만으로는 승소를 보장할 수 없습니다. 아이와의 관계는 좋으신가요?"	1
헐 완전 똑똑해.	5
너는 진짜. 너 콩이 데려올 때 뭐라 그랬어?	0
근데, 실은 나. 너보다 훨씬 더 좋아하는 사람이 있어.	2
네? 뭘요?	0
그 쪽이 책임자유?	5
맞아. 경비 아저씨 어디 휴가라도 간건 아니지? 요즘 갈 때마다 안 계시네… 나도 얼굴도 못 본지 엄청 오래 됐어.	1
할머니.. 내가 할머니 걱정을 얼마나 많이 하는데 그래.	7
하기야.. 그렇게 오래 지내면, 힘들지.	4
아 맞네!	5
엄마 우리 회사 변기에서는 음악도 나와… 제발… 우리 이 집에 산지 20년도 넘었어. 변기 바꿀 때 된 거라고.	3
어디 봐요! 얼마나 물어뜯기신 건데요!? 병원 가봐야 하는 거 아니에요?!	2
 아! 놓쳤네.	6
헐? 사귄지 일주일 만에? 너무 느린 거 아니야?	5
완전 다르지.	5
요새는 뭐 대학이, 취업학원이란 소리를 듣는 판에, 어쩔 수 없는 일이지.	4
솔직히 너무 돈벌이 용이어서…	2
"너희 아빠랑 나는 어렸을 때부터 살가운 부자 사이는 아니었어. 	내가 일이 바쁜 게 항상 너희 아빠한테는 불만이었지."	4
아이 뭐 이런 걸 줘. 됐어. 나중에 김치나 받으러 와.	6
 와 지금 나 협박하는거야?	7
"그러니까 말이다. 내가 이 나이 먹고 	너 해장국을 끓여다 바쳐야겠냐? 	한 평생 해장국을 끓였는데 손주 때문에 또….내 인생 해장국 끓이다가 다 가겠네."	3
평소에 잘하자?	6
아 정말요. [프렌즈], [골든걸즈], [빅뱅이론] 같은 건 정말 대안가족에 대한 내용이죠.  신기해 신기해.	5
나는 겉보기에만 멀쩡해. 속은 관절염에, 하지정맥류에 난리야 아주.	0
야. 그냥이 뭐야.  이모 결혼식 날인데, 인심 좀 쓰지!	6
맞으면서 왜 숨기냐고. 맞잖아… 아니냐고.	3
뭐? 너 진짜… 막 되먹은 애구나?!	0
"진짜로 안돼요. 제발요! 	저희 엄마 진짜 무서워요."	2
"그럼 조금 더 멀리 떨어질까?	  한 이쯤...?"	7
그럼 왜 그러지?	6
안녕히 계세요.	1
아니, 제가 어떻게 아줌마를 믿고 여기서 또 집을 보겠어요?	3
자기전엔 영어 단어 외워야 돼요… 그래야 잘 외워지거든요.	3
알았다니까요? 아휴 잔소리쟁이.	0
박사장도 나중에 먹으면 되지. 자식들한테 제주도 한 번 보내달라고 해.	2
너는 커서 뭐가 되고 싶니? 장래 희망 말이야.	1
점심 먹고 가면 안돼?	6
아는 게 힘인데...?	7
그냥…호기심에.	6
아, 그게 무슨 느낌인지 잘 모르겠어요.	2
예찬이네. 예찬이네 고양이 엄청 큰데 나 맨날 만져.	1
노조 같은 건 빨갱이들이나 하는거야.	3
 아니 그건 안돼.	7
응. 나는 재미있는 이야기가 좋거든.       그래서 사람들한테도 들려주고 싶어. 예를 들면 외계인 이야기 같은거.       사람들이 모르는 엄청난 사실이 많거든.	7
" 아휴. 알았어. 아빠랑 얘기해볼게.	 ...너는 엄마아빠랑 떨어져 사는 게 안 무서워?"	4
그러니까 이번에는 할머니도 먹을 수 있게.. 응?	7
향수는 저번에 줬어… 지금 내 고민이 뭐냐면, 남자친구가 너무 부자라서 이미 필요한 건 다 있고, 다 비싼 것들밖에 안 쓴단 말이야.	4
"공부는 원래 하기 싫은데.	 숙제가 없어도 공부는 원래 별로에요."	6
"오늘 저녁이요? 	아…오늘 저녁은 힘들 것 같아요."	6
그러지 말고, 노트에 그림을 그려봐. 맨날 오십 개씩 그리면, 금방 일걸?	1
나도. 얼른 무대에 서 보고 싶어. 형이랑 같은 팀 되면 좋겠다.	4
거기 넣으면 내가 쓰레기통 뒤져야 되잖아.	4
그렇구만. 그래도 오랫동안 살았던 집인데, 정들었을 거 아니야?	4
" 어이가 없어서 잔소리할 의욕도 사라지네. 	 영양제라도 챙겨먹어! 알았지! 아니다 지금 사러 가자!"	3
아니 그리고 너같은 꼬맹이한테 이렇게 비싼 걸 사주면 어떡해? 그러다 잃어버리면?	2
착하다 우리 아들 멋있네!	7
영화과?	5
 우리가 이룩한 문명은 실로 대단하지만, 사실 우리의 뇌는 원시인의 그것과 크게 달라지지 않았다지?	5
아니 나 진짜로 거기서 점심 먹고 싶어서 회사 다니고 싶었다니까?	7
근데 어떻게 엄마하고 결혼을 하셨어요?	5
네에-?	7
 아! 4월도 칼국수 집이었어?	4
응. 그랬나 봐. 아….. 진짜 속상하네.	4
훈이 걔 자리에 새 알바도 하나 구해야 되니까. 너 혹시 주변에 아는 애들 있으면 꽂아 줘.	1
